uniq_id,product_name,product_category_tree,pid,retail_price,discounted_price,discount,description,overall_rating,brand,product_specifications,percentage_discount
f35f27525ab8f5988d3817ee9bb02ce1,sicons conditioning conditoner dog shampoo,"['pet supplies', 'grooming', 'skin & coat care', 'shampoo', 'sicons conditioning conditoner dog shampoo (200 ml)']",psoeh3zxrtzjuvxm,110.0,100.0,9.09,specifications of sicons conditioning conditoner dog shampoo (200 ml) general pet type dog brand sicons quantity 200 ml model number sh.df-02 type conditioning fragrance conditoner form factor gel in the box sales package shampoo sicons dog fashion conditioner aloe rinse,no rating available,sicons,pet type: dog brand: sicons quantity: 200 ml model number: sh.df-02 type: conditioning fragrance: conditoner form factor: gel sales package: shampoo sicons dog fashion conditioner aloe rinse,9.090909090909092
7a7ba93ab20a2b50fd5a7dc74bcba063,dongli printed boy's round neck t-shirt,"['clothing', ""kids' clothing"", 'boys wear', 'polos & t-shirts', 'dongli polos & t-shirts', ""dongli printed boy's round neck t-shirt (pack of 4)""]",tshehbhskbjwhfnf,2400.0,1039.0,56.71,"specifications of dongli printed boy's round neck t-shirt (pack of 4) t-shirt details sleeve half sleeve number of contents in sales package pack of 4 fabric cotton type round neck fit regular general details pattern printed occasion casual ideal for boy's in the box 4 t shirt additional details style code dlhbb445_beige_black_gyellow_purple fabric care wash with similar colors, use detergent for colors",no rating available,dongli,sleeve: half sleeve number of contents in sales package: pack of 4 fabric: cotton type: round neck fit: regular pattern: printed occasion: casual ideal for: boy's style code: dlhbb445_beige_black_gyellow_purple,56.708333333333336
9c26a5d85a59d6a34a199ae1df836ec3,swagga women clogs,"['footwear', ""women's footwear"", 'sports sandals', 'swagga women clogs']",sndeh75zfz5regfh,1500.0,1500.0,0.0,"key features of swagga women clogs occasion: ethnic material: leather color: brown, white heel height: 0,specifications of swagga women clogs general occasion ethnic ideal for women sandal details type clogs heel height 0 inch outer material leather color brown, white13",no rating available,swagga,"occasion: ethnic ideal for: women type: clogs heel height: 0 inch outer material: leather color: brown, white13",0.0
20cf08ae845d5fd8f2b8cf52b3b9d840,kennel rubber dumbell with bell - small rubber rubber toy for dog,"['pet supplies', 'toys', 'comfort toys']",ptyea6sfgd4x8nar,190.0,190.0,0.0,buy kennel rubber dumbell with bell - small rubber rubber toy for dog for rs.190 online. kennel rubber dumbell with bell - small rubber rubber toy for dog at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,no rating available,kennel,"pet type: dog brand: kennel suitable for: adult, young activity type: training model number: a35 type: rubber toy model name: rubber dumbell with bell - small material: rubber chewable: no color: multicolor weight: 159 g sales package: hard toy pack of: 1",0.0
bb41283056536d7af11e994ba4f9db81,glus wedding lingerie set,"['clothing', ""women's clothing"", 'lingerie, sleep & swimwear', 'lingerie sets', 'glus lingerie sets']",line92u9kgzg25ay,1299.0,699.0,46.19,glus wedding lingerie set - buy turquoise glus wedding lingerie set for only rs. 1299 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,number of contents in sales package: pack of 1 fabric: polyamide type: bra and panty set function: wedding series: fashion style: front open bra and bikini cut back mesh panty neck: v-neck design: racer back with strings . balconette underwire oushup thick pad bra and designer bikini cut panty. pattern: solid ideal for: women's occasion: wedding cup size: b cup type: thick padded pushup cups,46.18937644341801
ea91e47cac68b132887d7fc1175e91c2,veelys shiny white quad roller skates - size 4.5 uk,"['sports & fitness', 'other sports', 'skating', 'skates', 'veelys skates']",sktec88wsnyjkwy7,3199.0,2499.0,21.88,veelys shiny white quad roller skates - size 4.5 uk only for rs 2499 . ideal for boys . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,no rating available,unbranded,playing level: advanced age group: 4 - 18 years type: quad roller ideal for: boys shoe size: 4.5 uk weight: 400 g number of contents in sales package: pack of 1 sales package: pair of shoes lining: no closure type: automatic rollers,21.88183807439825
bec784ef794cf596dbe2cbbaf5427ef0,bulaky vanity case jewellery vanity case,"['beauty and personal care', 'makeup', 'vanity boxes', 'bulaky vanity boxes']",vandzy4yzfpeg85t,499.0,390.0,21.84,buy bulaky vanity case jewellery vanity case for rs.390 online. bulaky vanity case jewellery vanity case at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,3,unbranded,body material: croco leather material,21.8436873747495
171e0bcea390c17fd70e3ffa6c2cd187,fdt women's leggings,"['clothing', ""women's clothing"", 'fusion wear', 'leggings & jeggings', 'legging jegging', 'fdt legging jegging']",ljgeb2kmcmmhhfc7,699.0,309.0,55.79,fdt women's leggings - buy parrot green fdt women's leggings for only rs. 699 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,number of contents in sales package: pack of 1 fabric: cotton type: leggings waistband: elastic pattern: solid ideal for: women's,55.793991416309005
a60ebb7803c6a31795de3f8949cb6f98,madcaps c38gr30 men's cargos,"['clothing', ""men's clothing"", 'cargos, shorts & 3/4ths', 'cargos', 'madcaps cargos']",crge6a53ux7cjmxx,2199.0,1699.0,22.74,madcaps c38gr30 men's cargos - buy green madcaps c38gr30 men's cargos for only rs. 2199 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,number of contents in sales package: pack of 1 fabric: cotton fit: relaxed fit pattern: printed ideal for: men's style code: cargo 38 green,22.73760800363802
186d40c6852da91166c7eb7856603c51,bengal blooms rose artificial plant  with pot,['bengal blooms rose artificial plant  with pot (3...'],arpegdhsxzjshgsn,799.0,579.0,27.53,"key features of bengal blooms rose artificial plant  with pot assorted height: 30 cm,bengal blooms rose artificial plant  with pot (30 cm, multicolor) price: rs. 579 the bengal blooms decor your home with artificial flowers attached to a wonderful pot.,specifications of bengal blooms rose artificial plant  with pot (30 cm, multicolor) general brand bengal blooms model number bbajc218 type assorted bonsai no model name rose color multicolor pot features pot included yes dimensions total height 30 cm in the box sales package 1 assorted artificial plant with pot",no rating available,bengal blooms,brand: bengal blooms model number: bbajc218 type: assorted bonsai: no model name: rose color: multicolor pot included: yes total height: 30 cm sales package: 1 assorted artificial plant with pot,27.53441802252816
e71017e224688489edfe856f2308806d,indcrown net embroidered semi-stitched lehenga choli material,"['clothing', ""women's clothing"", 'ethnic wear', 'fabric', 'lehenga choli material', 'indcrown lehenga choli material', 'indcrown net embroidered semi-stitched lehenga c...']",fabejx2nhnkcyhka,999.0,699.0,30.03,"key features of indcrown net embroidered semi-stitched lehenga choli material ghagra choli , ghagra, choli, dupatta set , lehenga choli , lehenga, choli and dupatta set .,indcrown net embroidered semi-stitched lehenga choli material (semi-stitched) price: rs. 699 we have not authorised any other seller to sell our brand indcrown . any seller doing so is selling fake indcrown products. buy original indcrown products from the seller "" indcrown‘’ only,specifications of indcrown net embroidered semi-stitched lehenga choli material (semi-stitched) fabric details fabric net type semi-stitched lehenga choli material general details pattern embroidered ideal for women's color multicolor fabric care dry clean or else normal hand wash additional details other details lehnga choli is an indian traditional ware also known as chaniya choli. we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. this lehnga choli ...view more lehnga choli is an indian traditional ware also known as chaniya choli. we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. this lehnga choli is comes with unstitched material so it can be stitched according to your taste and preference. stunning self designed partywear salwar suit gives a trendy look. suit having fine embroidery work over all. a fine fabric used to make it, it will be comfortable in all season. style code r c lehe bt in the box 1 lehenga choli and duppta set",no rating available,indcrown,"fabric: net type: semi-stitched lehenga choli material pattern: embroidered ideal for: women's color: multicolor other details: lehnga choli is an indian traditional ware also known as chaniya choli. we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. this lehnga choli ...view more lehnga choli is an indian traditional ware also known as chaniya choli. we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. this lehnga choli is comes with unstitched material so it can be stitched according to your taste and preference. stunning self designed partywear salwar suit gives a trendy look. suit having fine embroidery work over all. a fine fabric used to make it, it will be comfortable in all season. style code: r c lehe bt",30.03003003003003
6286847ee2da18f587503db49511c539,shopmania music band a5 notebook spiral bound,"['pens & stationery', 'diaries & notebooks', 'notebooks', 'designer', 'shopmania designer', 'shopmania music band a5 notebook spiral bound (m...']",diaej6z8bedtggyy,499.0,275.0,44.89,"specifications of shopmania music band a5 notebook spiral bound (multicolor) general ruling ruled model id nb00664 type notebook gsm 75 cover type 300 gsm hard laminated cover no. of pages 160 brand name shopmania binding spiral bound color multicolor size a5 dimensions length 9 inch width 6 inch special features can be used as notepad, diary, writing pad in the box sales package 1 notebook",no rating available,shopmania,ruling: ruled model id: nb00664 type: notebook gsm: 75 cover type: 300 gsm hard laminated cover no. of pages: 160 brand name: shopmania binding: spiral bound color: multicolor size: a5 length: 9 inch width: 6 inch sales package: 1 notebook,44.88977955911824
ea2406dc597bee2abb6b867fa668501f,"tiara diaries 2016-2017 designer la kaarta ""taking action getting result"" (set of 3) b5 notebook hard bound","['pens & stationery', 'diaries & notebooks', 'notebooks', 'designer', 'tiara diaries designer', ""tiara diaries 2016-2017 designer la kaarta \\'taki...""]",diaej8fghz3k86ju,1000.0,837.0,16.3,"specifications of tiara diaries 2016-2017 designer la kaarta ""taking action getting result"" (set of 3) b5 notebook hard bound (coffee, pack of 3) general ruling ruled model id 244 type notebook no. of pages 216 brand name tiara diaries binding hard bound size b5 color coffee",no rating available,tiara diaries,ruling: ruled model id: 244 type: notebook no. of pages: 216 brand name: tiara diaries binding: hard bound size: b5 color: coffee,16.3
5935ed077915347dc695744df68c565c,kajci embroidered women's waistcoat,"['clothing', ""women's clothing"", 'formal wear', 'waistcoats', 'kajci waistcoats', ""kajci embroidered women's waistcoat""]",wsceg2fydyfdsvz6,1200.0,699.0,41.75,specifications of kajci embroidered women's waistcoat general details pattern embroidered ideal for women's waistcoat details fabric art silk in the box waistcoat additional details style code lkod112 fabric care dry clean only,no rating available,kajci,pattern: embroidered ideal for: women's fabric: art silk style code: lkod112,41.75
89fcdddaad50084e395d0928a7426afe,packman 8 x 10 inches security bags without pod jacket courier bag security bag,"['pens & stationery', 'office supplies', 'packaging security bags', 'packman packaging security bags', 'packman 8 x 10 inches security bags without pod ...']",pkbegbtrkkhu26yq,350.0,298.0,14.86,"key features of packman 8 x 10 inches security bags without pod jacket courier bag security bag supplying to over 200 companies around world international e-commerce standard direct from iso 9002 factory 60 microns high quality bags longer lasting protection,packman 8 x 10 inches security bags without pod jacket courier bag security bag (21.59 x 27.95 pack of 100) price: rs. 298 courier bag,specifications of packman 8 x 10 inches security bags without pod jacket courier bag security bag (21.59 x 27.95 pack of 100) general bubble wrap present no brand packman model number 8 x 10 inches security bags without pod jacket courier bag water resistant yes tamper proof yes material plastic pod jacket available no color grey size 21.59 x 27.95 dimensions weight 600 g other dimensions 8 x 10 thickness 60 micron additional features other features security bag in the box sales package 1 pack contains 100 pcs pack of 100",no rating available,packman,bubble wrap present: no brand: packman model number: 8 x 10 inches security bags without pod jacket courier bag water resistant: yes tamper proof: yes material: plastic pod jacket available: no color: grey size: 21.59 x 27.95 weight: 600 g other dimensions: 8 x 10 thickness: 60 micron other features: security bag sales package: 1 pack contains 100 pcs pack of: 100,14.857142857142858
b9b183aa18d3a721d2ac23e7184525b0,pick pocket embroidered women's waistcoat,"['clothing', ""women's clothing"", 'formal wear', 'waistcoats', 'pick pocket waistcoats', ""pick pocket embroidered women's waistcoat""]",wscefuv4tvwt73zb,899.0,899.0,0.0,specifications of pick pocket embroidered women's waistcoat general details pattern embroidered occasion casual ideal for women's waistcoat details lining polyester fabric bengal silk additional details style code tl-012 fabric care first time dry clean,no rating available,pick pocket,pattern: embroidered occasion: casual ideal for: women's lining: polyester fabric: bengal silk style code: tl-012,0.0
dee64864c0419bec80fbbb94d19bc40d,angelfish silk potali potli,"['bags, wallets & belts', 'bags', 'pouches and potlis', 'angelfish pouches and potlis', 'angelfish silk potali potli (multicolor)']",ppsegfyagd8fyuxv,999.0,399.0,60.06,"angelfish silk potali potli (multicolor) price: rs. 399 made by silk fabric with fancy lace adnored and stylish handle also.(set of 2 piece),specifications of angelfish silk potali potli (multicolor) general closure velcro type potli material fabric style code aelkabj01224-a ideal for girls bag size small occasion party color code multicolor dimensions weight 200 g body features number of compartments 1",no rating available,angelfish,closure: velcro type: potli material: fabric style code: aelkabj01224-a ideal for: girls bag size: small occasion: party color code: multicolor weight: 200 g number of compartments: 1,60.06006006006006
595f55f2c1293f07ea9ec9fa2bb39f46,oye boy's dungaree,"['clothing', ""kids' clothing"", 'boys wear', 'dungarees & jumpsuits', 'dungarees', 'oye dungarees', ""oye boy's dungaree""]",drpef2xsfbap4suz,899.0,764.0,15.02,specifications of oye boy's dungaree top details number of contents in sales package pack of 1 fabric cotton type dungaree general details pattern solid ideal for boy's in the box 1 dungaree,no rating available,oye,number of contents in sales package: pack of 1 fabric: cotton type: dungaree pattern: solid ideal for: boy's,15.016685205784205
547b6585272473ae006bcfbdb47b6ae0,nuride canvas shoes,"['footwear', ""women's footwear"", 'casual shoes', 'canvas', 'nuride canvas shoes']",shoegvqct2zsguhy,1999.0,1349.0,32.52,"key features of nuride canvas shoes material: canvas occasion: casual color: red heel height: 0.5,specifications of nuride canvas shoes general occasion casual ideal for women shoe details heel height 0.5 inch outer material canvas color red",no rating available,nuride,occasion: casual ideal for: women heel height: 0.5 inch outer material: canvas color: red,32.51625812906453
f6ae9e271a1d4469b4f41124e001e1cc,om shivakriti square wall clock showpiece  -  38.1 cm,"['home decor & festive needs', 'showpiece', 'gramophones', 'om shivakriti gramophones', 'om shivakriti square wall clock showpiece  -  38...']",shiehs7xj954nryy,1499.0,1499.0,0.0,"key features of om shivakriti square wall clock showpiece  -  38.1 cm paper mache height - 38.1 cm width - 38.1 cm,om shivakriti square wall clock showpiece  -  38.1 cm (paper mache, multicolor) price: rs. 1,499 omshivakriti brings you this square wall watch made from paper mache and finished in attractive set of colors. the product in display is ideal to décor your home.,specifications of om shivakriti square wall clock showpiece  -  38.1 cm (paper mache, multicolor) general brand om shivakriti model number osk60 type antique material paper mache model name square wall clock color multicolor dimensions height 38.1 cm width 38.1 cm depth 3.81 cm in the box sales package 1 showpiece",no rating available,om shivakriti,brand: om shivakriti model number: osk60 type: antique material: paper mache model name: square wall clock color: multicolor height: 38.1 cm width: 38.1 cm depth: 3.81 cm sales package: 1 showpiece,0.0
f5b22eaa5f79e67209612997f4aa215d,himmlisch st381 magnetic sun shade for maruti alto,"['automotive', 'accessories & spare parts', 'car interior & exterior', 'car interior', 'car sun shades', 'himmlisch st381 magnetic sun shade for maruti al...']",sudejfbrvyeuzudh,6999.0,1899.0,72.87,"himmlisch st381 magnetic sun shade for maruti alto (side window) price: rs. 1,899 beat the heat this summer and feel like a vip with himmlisch car window magnetic sunshades. these magnetic sunshades create a mesh layer to stops the heat. magnet border gets easily stick to your car window door edges (no need of suction cups) features: block uv rays keeps car cool easy to install and remove durable and exact fit provides complete privacy resists heat mesh type sunshade package contents: 1 x set of 4 magnetic sunshades,specifications of himmlisch st381 magnetic sun shade for maruti alto (side window) general brand himmlisch model number st381 magnetic placement position side window color black dimensions weight 4000 g depth 1.1 cm in the box sales package 4 sun shade pack of 4",no rating available,himmlisch,brand: himmlisch model number: st381 magnetic placement position: side window color: black weight: 4000 g depth: 1.1 cm sales package: 4 sun shade pack of: 4,72.86755250750107
e9eb010ed8313f65f0e049fc3fcffe87,rapter bnc-179 bnc wire connector,"['tools & hardware', 'tools', 'hardware & electricals', 'hardware', 'wire joints & connectors', 'rapter bnc-179 bnc wire connector (silver, pack ...']",wjcehf8gzsqwzy7z,2299.0,1400.0,39.1,"rapter bnc-179 bnc wire connector (silver, pack of 100) price: rs. 1,400 rapter pack of 100 bnc connector.superior quality bnc connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.bnc normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.they can be used in dvrs, nvrs and cctv cameras etc.,specifications of rapter bnc-179 bnc wire connector (silver, pack of 100) general brand rapter suitable for wire to wire connection, wire to circuit board connection model number bnc-179 type bnc waterproof yes corrosion proof yes color silver in the box sales package 100 bnc connector pack of 100",no rating available,rapter,"brand: rapter suitable for: wire to wire connection, wire to circuit board connection model number: bnc-179 type: bnc waterproof: yes corrosion proof: yes color: silver sales package: 100 bnc connector pack of: 100",39.10395824271423
